syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl0,syl1,syl2,syl3,syl4,syl5,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,rhyme5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,syl_class5,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,onset_class5,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,koda_class5,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,nucleus_class5,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,nomen,sylcnt,stress_class
2,3,3,3,2,3,Ei,sen,h2t,ten,we,sen,en,ø,N,NN,SAS,ø,D,DC,DCK,DCKC,DCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVC,CVC,CVV,CVC,0,2,2,2,0,2,0,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,2,1,2,1,1101,101,1101,101,1101,6,2,3,2,2,2,1,D,CKC,CK,CKC,CL,CKC,,C,C,C,C,C,,C,,C,,C,D,K,K,K,L,K,1,0,1,0,1,0,T,6,prima
1,2,2,2,2,2,E,ja,ku,la,ti,on,on,ø,N,R,SA,ø,L,LC,LCK,LCKC,LCKCL,C,LC,LLC,ALLC,KALLC,ø,VV,CVC,CVV,CVC,CVV,VVC,0,2,0,2,0,0,0,1,0,1,0,1,0,1,1,1,1,0,2,1,2,1,2,2,1,1,2,101,11,101,1001,4,4,3,3,3,3,1,L,CK,CL,CK,AL,LC,,C,C,C,A,,,,,,,C,L,K,L,K,L,L,1,1,1,1,1,1,T,6,ultima
1,3,3,2,3,3,e,lek,tri,fi,zie,ren,en,ø,V,R,SA,ø,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,ALCKC,ø,VV,CVC,CCVV,CVV,CVV,CVC,0,2,1,0,0,2,0,1,0,0,0,1,0,1,2,1,1,1,2,1,2,2,2,1,1,1,111,111,101,101,1011,4,2,3,3,3,3,1,L,CKC,CCL,CL,AL,CKC,,C,CC,C,A,C,,C,,,,C,L,K,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
1,3,3,2,4,4,E,lek,tri,zi,t1ts,werk,erk,ø,N,NN,SAS,ø,L,LC,LCK,LCKC,LCKCC,C,CC,KCC,CKCC,ACKCC,ø,VV,CVC,CCVV,CVV,CVVC,CVCC,0,2,1,0,1,3,0,1,0,0,1,2,0,1,2,1,1,1,2,1,2,2,2,1,2,1,111,111,101,201,211,4,2,3,3,2,2,1,L,CKC,CCL,AL,CLA,CKCC,,C,CC,A,C,C,,C,,,A,CC,L,K,L,L,L,K,1,1,1,1,1,2,T,6,paenultima
1,3,3,2,2,5,e,lek,tro,dy,na,misch,isch,ø,A,ø,SS,ø,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CCVV,CVV,CVV,CVC,0,2,1,0,0,2,0,1,0,0,0,1,0,1,2,1,1,1,2,1,2,2,2,1,2,1,111,111,101,1001,1101,4,2,2,3,4,2,1,L,CKC,CCL,CL,CL,CKC,,C,CC,C,C,C,,C,,,,C,L,K,L,L,L,K,1,1,1,1,1,1,F,6,paenultima
1,3,3,2,2,5,E,lek,tro,in,du,strie,ie,ø,N,ø,SS,ø,L,LC,LCK,LCKC,LCKCC,L,CL,CCL,CCCL,KCCCL,ø,VV,CVC,CCVV,VC,CVC,CCVV,0,2,1,1,2,1,0,1,0,1,1,0,0,1,2,0,1,2,2,1,2,1,1,2,2,1,111,111,1001,201,111,4,2,2,3,2,3,1,L,CKC,CCL,KC,CKC,CCL,,C,CC,,C,CC,,C,,C,C,,L,K,L,K,K,L,1,1,1,1,1,1,T,6,sekunda
1,3,3,4,2,3,E,lek,tro,tech,ni,ker,er,ø,N,N,SA,ø,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CCVV,CVC,CVV,CVC,0,2,1,2,0,2,0,1,0,1,0,1,0,1,2,1,1,1,2,1,2,1,2,1,1,1,111,111,201,1001,111,4,2,2,2,3,2,1,L,CKC,CCL,CKC,CL,CKC,,C,CC,C,C,C,,C,,C,,C,L,K,L,K,L,K,1,1,1,1,1,0,T,6,sekunda
1,2,3,3,4,4,E,le,men,tar,teil,chen,en,ø,N,AN,SS,ø,L,LC,LCL,LCLC,LCLCK,C,KC,CKC,CCKC,DCCKC,ø,VV,CVV,CVC,CVVC,CVVC,CVC,0,0,2,1,1,2,0,0,1,1,1,1,0,1,1,1,1,1,2,2,1,2,2,1,2,1,11,2001,111,111,1101,4,3,2,3,3,2,1,L,CL,CKC,CLC,CDC,CKC,,C,C,C,C,C,,,C,C,C,C,L,L,K,L,D,K,1,1,1,1,1,0,T,6,antepaenultima
1,2,2,2,2,2,E,li,mi,na,ti,on,on,ø,N,R,SA,ø,L,LC,LCL,LCLC,LCLCL,C,LC,LLC,ALLC,KALLC,ø,VV,CVV,CVV,CVC,CVV,VVC,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,1,1,0,2,2,2,1,2,2,1,1,11,1001,1001,101,1001,4,4,3,3,3,3,1,L,CL,CL,CK,AL,LC,,C,C,C,A,,,,,,,C,L,L,L,K,L,L,1,1,1,1,1,1,T,6,ultima
1,3,2,2,2,2,E,man,zi,pa,ti,on,on,ø,N,R,SA,ø,L,LC,LCK,LCKC,LCKCA,C,LC,LLC,ALLC,KALLC,ø,VV,CVC,CVV,CVC,CVV,VVC,0,2,0,2,0,0,0,1,0,1,0,1,0,1,1,1,1,0,2,1,2,1,2,2,1,1,2001,101,101,101,1001,4,2,3,2,3,3,-1,L,CKC,AL,CK,AL,LC,,C,A,C,A,,,C,,,,C,L,K,L,K,L,L,1,1,1,1,1,1,T,6,ultima
1,3,2,2,2,5,e,man,zi,pa,to,risch,isch,ø,A,R,SA,ø,L,LC,LCK,LCKC,LCKCA,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVV,CVC,CVV,CVC,0,2,0,2,0,2,0,1,0,1,0,1,0,1,1,1,1,1,2,1,2,1,2,1,1,1,2001,101,101,101,111,4,2,3,2,2,3,-1,L,CKC,AL,CK,CL,CKC,,C,A,C,C,C,,C,,,,C,L,K,L,K,L,K,1,1,1,1,1,1,F,6,paenultima
3,3,5,2,3,4,Emp,fin,dungs,lo,sig,keit,eit,ø,N,A,SAA,ø,K,KC,KCA,KCAK,KCAKC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVC,CVCC,CVV,CVC,CVVC,1,2,3,0,2,1,1,1,2,0,1,1,0,1,1,1,1,1,1,1,1,2,1,2,1,1001,1101,1201,11,201,201,3,2,2,3,2,2,-1,KC,AKC,CKCC,CL,CKC,CDC,,A,C,C,C,C,C,C,CC,,C,C,K,K,K,L,K,D,1,1,2,1,1,1,T,6,antepaenultima
3,2,3,2,3,3,ent,ma,gne,ti,sie,ren,en,ent,V,V,AS,noacc,K,KC,KCC,KCCC,KCCCK,C,KC,CKC,LCKC,CLCKC,ø,VCC,CVC,CCVV,CVV,CVV,CVC,2,2,1,0,0,2,2,1,0,0,0,1,0,1,2,1,1,1,1,1,2,2,2,1,1,1101,1001,1101,101,101,1011,2,3,2,3,3,3,-1,KCC,CK,CCL,CL,CL,CKC,,C,CC,C,C,C,CC,,,,,C,K,K,L,L,L,K,2,1,1,1,1,0,F,6,paenultima
3,2,2,2,3,3,ent,na,zi,fi,zie,ren,en,ent,V,N,ø,noacc,K,KC,KCC,KCCC,KCCCK,C,KC,CKC,LCKC,ALCKC,ø,VCC,CVC,CVV,CVV,CVV,CVC,2,2,0,0,0,2,2,1,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,1,1,1101,1001,101,101,101,1011,2,3,3,3,3,3,-1,KCC,CK,AL,CL,AL,CKC,,C,A,C,A,C,CC,,,,,C,K,K,L,L,L,K,2,1,1,1,1,0,F,6,paenultima
3,2,2,2,3,3,ent,po,li,ti,sie,ren,en,ent,V,V,AS,noacc,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VCC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,2,0,0,0,0,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1101,101,11,101,101,1011,2,2,4,3,3,3,-1,KCC,CL,CL,CL,CL,CKC,,C,C,C,C,C,CC,,,,,C,K,L,L,L,L,K,2,1,1,1,1,0,F,6,paenultima
3,3,3,2,2,4,ent,set,zen,er,re,gend,end,ø,A,ø,SS,ø,K,KC,KCC,KCCC,KCCCK,C,CC,KCC,CKCC,LCKCC,ø,VCC,CVC,CVC,VC,CVV,CVCC,2,2,2,1,0,3,2,1,1,1,0,2,0,1,1,0,1,1,1,1,1,1,2,1,2,1101,101,1101,11,11,1201,2,2,2,3,3,2,-1,KCC,CK,AKC,KC,CL,CKCC,,C,A,,C,C,CC,,C,C,,CC,K,K,K,K,L,K,2,1,0,1,1,0,F,6,sekunda
3,4,5,2,2,3,Ent,span,nungs,po,li,tik,ik,ent,N,NN,SAS,noacc,K,KC,KCC,KCCC,KCCCC,C,LC,CLC,LCLC,CLCLC,noacc,VCC,CCVC,CVCC,CVV,CVV,CVVC,2,3,3,0,0,1,2,1,2,0,0,1,0,2,1,1,1,1,1,1,1,2,2,2,2,1101,201,2101,101,11,201,2,2,2,2,4,2,-1,KCC,CCK,CKCC,CL,CL,CLC,,CC,C,C,C,C,CC,,CC,,,C,K,K,K,L,L,L,2,1,2,1,1,1,T,6,sekunda
3,3,2,2,3,4,Ent,sta,li,ni,sie,rung,ung,ø,N,N,S,ø,K,KC,KCC,KCCC,KCCCC,C,KC,CKC,LCKC,CLCKC,ø,VCC,CCVC,CVV,CVV,CVV,CVC,2,3,0,0,0,2,2,1,0,0,0,1,0,2,1,1,1,1,1,1,2,2,2,1,1,1101,201,11,1001,101,1011,2,2,4,3,3,3,1,KCC,CCK,CL,CL,CL,CKC,,CC,C,C,C,C,CC,,,,,C,K,K,L,L,L,K,2,1,1,1,1,1,T,6,paenultima
3,3,5,2,6,2,Ent,ste,hungs,ge,schich,te,e,ent,N,NN,SAS,noacc,K,KC,KCC,KCCC,KCCCC,K,CK,CCK,KCCK,CKCCK,ø,VCC,CCVV,VCC,CV,CVC,CV,2,1,2,1,2,1,2,0,2,0,1,0,0,2,0,1,1,1,1,2,1,1,1,1,2,1101,201,1101,101,201,101,2,2,2,2,2,2,-1,KCC,CCL,KCC,CK,CKC,CK,,CC,,C,C,C,CC,,CC,,C,,K,L,K,K,K,K,2,1,2,0,1,0,T,6,sekunda
1,2,2,2,2,2,E,nu,me,ra,ti,on,on,ø,N,R,SA,ø,L,LC,LCL,LCLC,LCLCL,C,LC,LLC,ALLC,KALLC,ø,VV,CVV,CVV,CVC,CVV,VVC,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,1,1,0,2,2,2,1,2,2,1,1,1001,1001,11,101,1001,4,3,3,3,3,3,1,L,CL,CL,CK,AL,LC,,C,C,C,A,,,,,,,C,L,L,L,K,L,L,1,1,1,1,1,1,T,6,ultima
2,3,5,2,3,4,Er,bar,mungs,lo,sig,keit,eit,er,N,A,SAA,noacc,K,KC,KCC,KCCK,KCCKC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVC,CVCC,CVV,CVC,CVVC,1,2,3,0,2,1,1,1,2,0,1,1,0,1,1,1,1,1,1,1,1,2,1,2,1,11,111,2101,11,201,201,3,2,2,3,2,2,-1,KC,CKC,CKCC,CL,CKC,CDC,,C,C,C,C,C,C,C,CC,,C,C,K,K,K,L,K,D,1,1,2,1,1,1,T,6,sekunda
2,3,5,2,2,4,Er,fah,rungs,ho,ri,zont,ont,er,N,NN,SAS,noacc,K,KC,KCC,KCCL,KCCLC,C,CC,KCC,AKCC,LAKCC,ø,VC,CVV,CVCC,CVV,CVV,CVCC,1,0,3,0,0,3,1,0,2,0,0,2,0,1,1,1,1,1,1,2,1,2,2,1,2,11,101,1111,101,11,1201,3,3,2,2,4,2,1,KC,CL,CKCC,CL,CL,AKCC,,C,C,C,C,A,C,,CC,,,CC,K,L,K,L,L,K,1,1,2,1,1,2,T,6,sekunda
2,4,2,4,3,2,er,freu,li,cher,wei,se,e,er,ADV,ø,SAS,noacc,K,KC,KCC,KCCC,KCCCD,K,CK,DCK,CDCK,CCDCK,ø,VC,CCVV,CVC,CVC,CVV,CV,1,1,2,2,0,1,1,0,1,1,0,0,0,2,1,1,1,1,1,2,1,1,2,1,2,11,111,11,111,101,101,3,3,4,2,3,2,1,KC,CCD,CK,CKC,CD,CK,,CC,C,C,C,C,C,,,C,,,K,D,K,K,D,K,1,1,1,0,1,0,F,6,sekunda
2,2,5,3,3,4,Er,ho,lungs,auf,ent,halt,alt,er,N,NN,SAS,noacc,K,KC,KCC,KCCL,KCCLC,L,CL,CCL,CCCL,KCCCL,ø,VC,CVV,CVCC,VVC,VCC,CVCC,1,0,3,0,2,3,1,0,2,1,2,2,0,1,1,0,0,1,1,2,1,2,1,1,2,11,101,1111,101,1101,101,3,2,2,3,2,2,1,KC,CL,CKCC,DC,KCC,CL,,C,C,,,C,C,,CC,C,CC,,K,L,K,D,K,L,1,1,2,1,2,2,T,6,sekunda
2,2,5,2,4,3,er,ho,lungs,be,d2rf,tig,ig,er,A,NA,SAS,noacc,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,CCKC,CCCKC,ø,VC,CVV,CVCC,CV,CVCC,CVC,1,0,3,1,3,2,1,0,2,0,2,1,0,1,1,1,1,1,1,2,1,1,1,1,2,11,101,1111,101,211,201,3,2,2,2,2,2,1,KC,CL,CKCC,CK,CKCC,CKC,,C,C,C,C,C,C,,CC,,CC,C,K,L,K,K,K,K,1,1,2,0,2,1,F,6,sekunda
2,5,3,3,1,3,Er,kennt,nis,the,o,rie,ie,er,N,NN,SS,noacc,K,KC,KCC,KCCK,KCCKC,L,CL,LCL,LLCL,CLLCL,ø,VC,CVCC,CVC,CVV,VV,CVV,1,3,2,0,0,0,1,2,1,0,0,0,0,1,1,1,0,1,1,1,1,2,2,2,2,11,1201,1101,101,1,11,3,2,2,2,4,4,-1,KC,CKCC,CKC,CL,L,CL,,C,C,C,,C,C,CC,C,,,,K,K,K,L,L,L,1,2,1,1,1,1,T,6,sekunda
2,3,2,5,3,2,er,l1u,te,rungs,wei,se,e,er,ADV,ø,SAS,noacc,K,KC,KCC,KCCD,KCCDC,K,CK,DCK,CDCK,CCDCK,ø,VC,CVV,CV,CVCC,CVV,CV,1,0,1,3,0,1,1,0,0,2,0,0,0,1,1,1,1,1,1,2,1,1,2,1,2,11,11,101,1111,101,101,3,4,2,2,3,2,1,KC,CD,CK,CKCC,CD,CK,,C,C,C,C,C,C,,,CC,,,K,D,K,K,D,K,1,1,0,2,1,0,F,6,sekunda
2,3,3,2,3,4,Er,leb,nis,f1,hig,keit,eit,er,N,NN,SS,noacc,K,KC,KCC,KCCL,KCCLC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVVC,CVC,CVV,VC,CVVC,1,1,2,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,2,1,2,1,2,2,11,111,1101,101,101,201,3,2,2,2,3,2,-1,KC,CLC,CKC,CL,KC,CDC,,C,C,C,,C,C,C,C,,C,C,K,L,K,L,K,D,1,1,1,1,1,1,T,6,sekunda
2,4,5,3,3,3,Er,mitt,lungs,ver,fah,ren,en,er,N,NN,SAS,noacc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CCVCC,CVC,CVV,CVC,1,2,4,2,0,2,1,1,2,1,0,1,0,1,2,1,1,1,1,1,1,1,2,1,2,11,1001,1211,111,101,1011,3,3,2,2,3,3,1,KC,CK,CCKCC,CKC,CL,CKC,,C,CC,C,C,C,C,,CC,C,,C,K,K,K,K,L,K,1,1,2,1,1,0,T,6,sekunda
2,2,5,2,5,4,Er,m2,dungs,er,schei,nung,ung,er,N,NN,SAS,noacc,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,DCKC,CDCKC,ø,VC,CVV,CVCC,VC,CVV,CVC,1,0,3,1,0,2,1,0,2,1,0,1,0,1,1,0,1,1,1,2,1,1,2,1,2,11,1001,1201,11,101,2001,3,3,2,3,3,3,1,KC,CL,CKCC,KC,CD,CKC,,C,C,,C,C,C,,CC,C,,C,K,L,K,K,D,K,1,1,2,1,1,1,T,6,sekunda
2,1,2,5,4,3,er,o,be,rungs,s2ch,tig,ig,ø,A,NA,SAS,ø,K,KC,KCL,KCLC,KCLCK,C,KC,CKC,CCKC,KCCKC,noacc,VC,VV,CV,CVCC,CVC,CVC,1,0,1,3,2,2,1,0,0,2,1,1,0,0,1,1,1,1,1,2,1,1,1,1,2,11,1,101,1111,201,201,3,4,2,2,2,2,1,KC,L,CK,CKCC,CKC,CKC,,,C,C,C,C,C,,,CC,C,C,K,L,K,K,K,K,1,1,0,2,1,1,F,6,sekunda
4,3,2,4,2,4,erst,ver,3f,fent,li,chen,en,ø,V,BV,SS,ø,L,LC,LCC,LCCC,LCCCC,C,KC,CKC,KCKC,CKCKC,ø,VVCCC,CVC,VC,CVCC,CVC,CVC,1,2,1,3,2,2,3,1,1,2,1,1,0,1,0,1,1,1,2,1,1,1,1,1,2,211,111,1,1201,11,1101,2,2,4,2,4,2,1,LCCC,CKC,K,CKCC,CK,CKC,,C,,C,C,C,CCC,C,,CC,,C,L,K,K,K,K,K,2,1,1,0,1,0,F,6,prima
2,3,5,3,3,6,Er,zie,hungs,wis,sen,schaft,aft,er,N,NN,SAS,noacc,K,KC,KCA,KCAL,KCALK,C,CC,KCC,CKCC,CCKCC,ø,VC,CVV,VCC,CVC,CVC,CVCC,1,0,2,2,2,3,1,0,2,1,1,2,0,1,0,1,1,1,1,2,1,1,1,1,2,11,101,1101,101,1101,301,3,3,2,3,2,1,1,KC,AL,KCC,CK,CKC,CKCC,,A,,C,C,C,C,,CC,,C,CC,K,L,K,K,K,K,1,1,2,1,0,2,T,6,sekunda
2,2,2,1,3,3,eu,ro,p1,i,sie,ren,en,ø,V,N,SA,ø,D,DC,DCL,DCLC,DCLCL,C,KC,CKC,LCKC,CLCKC,ø,VV,CVV,CVV,VV,CVV,CVC,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,1,2,2,2,2,2,1,1,1,11,101,1,101,1011,6,3,2,5,3,3,1,D,CL,CL,L,CL,CKC,,C,C,,C,C,,,,,,C,D,L,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
1,2,2,1,2,2,E,va,lu,a,ti,on,on,ø,N,R,SA,ø,L,LC,LCK,LCKC,LCKCL,C,LC,LLC,CLLC,KCLLC,ø,VV,CVC,CVV,VC,CVV,VVC,0,2,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,2,1,2,1,2,2,1,1,101,11,1,101,1001,4,2,4,4,3,3,1,L,CK,CL,K,CL,LC,,C,C,,C,,,,,,,C,L,K,L,K,L,L,1,1,1,1,1,1,T,6,ultima
1,3,2,2,2,4,E,van,ge,li,en,buch,uch,ø,N,ø,SAS,ø,L,LC,LCK,LCKC,LCKCC,C,LC,CLC,CCLC,KCCLC,ø,VV,CVC,CVV,CVV,VC,CVVC,0,2,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,2,1,2,2,1,2,2,1,1101,101,11,1001,201,4,2,2,4,3,2,1,L,CKC,CL,CL,KC,CLC,,C,C,C,,C,,C,,,C,C,L,K,L,L,K,L,1,1,1,1,0,1,T,6,undef
1,2,2,2,2,2,E,va,po,ra,ti,on,on,ø,N,R,SA,ø,L,LC,LCK,LCKC,LCKCL,C,LC,LLC,ALLC,KALLC,ø,VV,CVC,CVV,CVC,CVV,VVC,0,2,0,2,0,0,0,1,0,1,0,1,0,1,1,1,1,0,2,1,2,1,2,2,1,1,101,101,11,101,1001,4,2,2,3,3,3,1,L,CK,CL,CK,AL,LC,,C,C,C,A,,,,,,,C,L,K,L,K,L,L,1,1,1,1,1,1,T,6,ultima
1,3,2,1,2,3,E,ven,tu,a,li,t1t,1t,ø,N,A,SA,ø,L,LC,LCK,LCKC,LCKCC,C,LC,CLC,LCLC,CLCLC,ø,VV,CVC,CVV,VV,CVV,CVVC,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,2,1,2,2,2,2,1,1,1101,101,1,11,201,4,2,3,6,4,2,-1,L,CKC,CL,L,CL,CLC,,C,C,,C,C,,C,,,,C,L,K,L,L,L,L,1,1,1,1,1,1,T,6,ultima
2,1,4,3,2,3,Ex,a,mens,kan,di,dat,at,ø,N,NN,SAS,ø,K,KC,KCC,KCCL,KCCLC,C,LC,CLC,LCLC,CLCLC,ø,VC,CCVV,CVCC,CVC,CVV,CVVC,1,1,3,2,0,1,1,0,2,1,0,1,0,2,1,1,1,1,1,2,1,1,2,2,2,1,201,2101,1101,101,201,4,2,2,2,3,2,-1,K,CCL,CKCC,CKC,CL,CLC,,CC,C,C,C,C,,,CC,C,,C,K,L,K,K,L,L,1,1,0,1,1,1,T,6,sekunda
2,2,3,2,3,3,ex,em,pli,fi,zie,ren,en,ø,V,R,SA,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,ALCKC,ø,VC,CCVC,CCVV,CVV,CVV,CVC,1,3,1,0,0,2,1,1,0,0,0,1,0,2,2,1,1,1,1,1,2,2,2,1,1,1,1201,111,101,101,1011,4,2,3,3,3,3,1,K,CCKC,CCL,CL,AL,CKC,,CC,CC,C,A,C,,C,,,,C,K,K,L,L,L,K,1,1,1,1,1,0,F,6,paenultima
2,2,2,2,1,4,Ex,hi,bi,ti,o,nist,ist,ø,N,N,SA,ø,K,KC,KCC,KCCC,KCCCL,C,CC,KCC,CKCC,LCKCC,acc,VCC,CVV,CVV,CVV,VV,CVCC,2,0,0,0,0,3,2,0,0,0,0,2,0,1,1,1,0,1,1,2,2,2,2,1,1,201,101,101,101,1,1201,2,3,3,3,4,2,1,KCC,CL,CL,AL,L,CKCC,,C,C,A,,C,CC,,,,,CC,K,L,L,L,L,K,2,1,1,1,1,2,T,6,ultima
1,2,4,2,1,4,E,xi,sten,ti,a,list,ist,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,KCKCC,acc,VC,CCVC,CVC,CVV,VC,CVCC,1,3,2,0,1,3,1,1,1,0,1,2,0,2,1,1,0,1,1,1,1,2,1,1,1,1,301,1101,101,1,211,4,2,2,3,4,2,-1,K,CCKC,CKC,AL,K,CKCC,,CC,C,A,,C,,C,C,,,CC,K,K,K,L,K,K,1,1,1,1,1,2,T,6,ultima
1,2,5,5,2,2,E,xi,stenz,grund,la,ge,e,ø,N,NN,SS,ø,K,KC,KCC,KCCK,KCCKC,K,CK,LCK,CLCK,CCLCK,ø,VC,CCVC,CVCC,CCVCC,CVV,CV,1,3,3,4,0,1,1,1,2,2,0,0,0,2,1,2,1,1,1,1,1,1,2,1,2,1,301,1201,1211,11,101,4,2,2,2,4,2,-1,K,CCKC,CKCA,CCKCC,CL,CK,,CC,C,CC,C,C,,C,CA,CC,,,K,K,K,K,L,K,1,1,2,2,1,0,T,6,undef
1,2,5,2,2,3,E,xi,stenz,mi,ni,mum,um,ø,N,NN,SS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CCVC,CVCC,CVV,CVV,CVC,1,3,3,0,0,2,1,1,2,0,0,1,0,2,1,1,1,1,1,1,1,2,2,1,2,1,301,1201,1001,1001,2001,4,2,2,3,3,3,1,K,CCKC,CKCA,CL,CL,CKC,,CC,C,C,C,C,,C,CA,,,C,K,K,K,L,L,K,1,1,2,1,1,1,T,6,undef
2,3,2,2,3,3,ex,kom,mu,ni,zie,ren,en,ø,V,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,C,KC,CKC,LCKC,ALCKC,ø,VCC,CVC,CVV,CVV,CVV,CVC,2,2,0,0,0,2,2,1,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,1,0,201,101,1001,1001,101,1011,2,2,3,3,3,3,1,KCC,CK,CL,CL,AL,CKC,,C,C,C,A,C,CC,,,,,C,K,K,L,L,L,K,2,1,1,1,1,0,F,6,paenultima
2,3,2,1,2,6,ex,pan,si,o,ni,stisch,isch,ø,A,N,SA,ø,K,KC,KCC,KCCC,KCCCK,C,KC,CKC,CCKC,KCCKC,ø,VCC,CVC,CVV,VV,CVC,CVC,2,2,0,0,2,2,2,1,0,0,1,1,0,1,1,0,1,1,1,1,2,2,1,1,1,201,1101,101,1,1101,201,2,2,3,4,2,2,-1,KCC,CKC,CL,L,CKC,CKC,,C,C,,C,C,CC,C,,,C,C,K,K,L,L,K,K,2,1,1,1,1,1,F,6,paenultima
2,2,2,3,3,3,ex,pe,ri,men,tie,ren,en,ø,V,N,SA,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VCC,CVV,CVV,CVC,CVV,CVC,2,0,0,2,0,2,2,0,0,1,0,1,0,1,1,1,1,1,1,2,2,1,2,1,1,201,101,11,2001,101,1011,2,2,4,2,3,3,1,KCC,CL,CL,CKC,CL,CKC,,C,C,C,C,C,CC,,,C,,C,K,L,L,K,L,K,2,1,1,1,1,0,F,6,paenultima
2,3,1,2,2,2,Ex,plo,i,ta,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCC,KCCCC,C,LC,LLC,ALLC,KALLC,ø,VCC,CCVV,VC,CVC,CVV,VVC,2,1,1,2,0,0,2,0,1,1,0,1,0,2,0,1,1,0,1,2,1,1,2,2,1,201,111,1,101,101,1001,2,2,4,2,3,3,1,KCC,CCL,K,CK,AL,LC,,CC,,C,A,,CC,,,,,C,K,L,K,K,L,L,2,1,1,1,1,1,T,6,ultima
2,4,2,1,3,3,Ex,pres,si,o,nis,mus,us,ø,N,N,SA,ø,K,KC,KCC,KCCC,KCCCC,C,KC,CKC,CCKC,KCCKC,noacc,VCC,CCVC,CVV,VV,CVC,CVC,2,3,0,0,2,2,2,1,0,0,1,1,0,2,1,0,1,1,1,1,2,2,1,1,1,201,111,101,1,1101,1101,2,2,3,4,2,2,1,KCC,CCK,CL,L,CKC,CKC,,CC,C,,C,C,CC,,,,C,C,K,K,L,L,K,K,2,1,1,1,1,1,T,6,paenultima
2,3,3,1,2,2,Ex,pro,pri,a,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCC,KCCCC,C,LC,LLC,ALLC,KALLC,ø,VCC,CCVV,CCVV,VC,CVV,VVC,2,1,1,1,0,0,2,0,0,1,0,1,0,2,2,0,1,0,1,2,2,1,2,2,1,201,111,111,1,101,1001,2,2,3,4,3,3,1,KCC,CCL,CCL,K,AL,LC,,CC,CC,,A,,CC,,,,,C,K,L,L,K,L,L,2,1,1,1,1,1,T,6,ultima
