syl_len0,syl_len1,syl_len2,syl_len3,syl0,syl1,syl2,syl3,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,comp_len,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,onset_class0,onset_class1,onset_class2,onset_class3,koda_class0,koda_class1,koda_class2,koda_class3,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,syl_weight0,syl_weight1,syl_weight2,syl_weight3,nomen,sylcnt,stress_class
3,3,4,2,F3r,der,klas,se,e,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCK,K,CK,KCK,CKCK,CCKCK,ø,CVC,CVC,CCVC,CV,2,2,3,1,1,1,1,0,1,1,2,1,1,1,1,1,2,111,111,111,101,2,2,2,2,-1,CKC,CKC,CCK,CK,C,C,CC,C,C,C,?,?,K,K,K,K,1,0,1,0,T,4,prima
2,3,3,3,ar,ran,gie,ren,en,ø,V,R,SA,ø,K,KC,KCN,KCNC,KCNCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVC,1,0,0,2,1,0,0,1,0,1,1,1,1,2,2,1,1,1,11,101,1011,4,4,3,3,1,K,CN,CL,CKC,?,C,C,C,?,?,?,C,K,N,L,K,1,1,1,0,F,4,paenultima
6,3,3,4,Gleich,f3r,mig,keit,eit,ø,N,A,SA,ø,C,CC,CCD,CCDC,CCDCC,C,DC,CDC,CCDC,KCCDC,ø,CCVVC,CVC,CVC,CVVC,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,211,111,1101,201,2,2,2,2,1,CCDC,CKC,CKC,CDC,CC,C,C,C,C,C,C,C,D,K,K,D,1,1,1,1,T,4,prima
5,3,3,3,trans,zen,den,tal,al,ø,A,A,SA,ø,C,CC,CCK,CCKC,CCKCC,C,LC,CLC,CCLC,KCCLC,ø,CCVCC,CVC,CVC,CVVC,4,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1211,1101,1101,111,2,2,2,3,-1,CCKCC,AKC,CKC,CLC,CC,A,C,C,CC,C,C,C,K,K,K,L,2,1,1,1,F,4,ultima
3,3,3,2,Mut,ter,lie,be,e,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,K,CK,LCK,CLCK,CCLCK,ø,CVC,CVC,CVV,CV,2,2,0,1,1,1,0,0,1,1,1,1,1,1,2,1,2,1001,111,11,101,3,2,4,2,-1,CK,CKC,CL,CK,C,C,C,C,?,C,?,?,K,K,L,K,1,0,1,0,T,4,prima
2,2,2,2,Ma,jo,n1,se,e,ø,N,N,S,ø,C,CK,CKC,CKCL,CKCLC,K,CK,LCK,CLCK,LCLCK,ø,CVC,CVV,CVV,CV,2,0,0,1,1,0,0,0,1,1,1,1,1,2,2,1,1,1001,2,1001,101,3,4,3,2,-1,CK,CL,CL,CK,C,C,C,C,?,?,?,?,K,L,L,K,1,1,1,0,T,4,paenultima
3,2,3,3,auf,er,ste,hen,en,auf,V,V,AS,acc,D,DC,DCK,DCKC,DCKCC,C,KC,LKC,CLKC,CCLKC,ø,VVC,VC,CCVV,VC,0,1,1,1,1,1,0,1,0,0,2,0,2,1,2,1,1,101,11,201,1001,3,3,2,3,1,DC,KC,CCL,KC,?,?,CC,?,C,C,?,C,D,K,L,K,1,1,1,0,F,4,prima
3,3,3,3,her,aus,kom,men,en,ø,V,BV,SS,ø,C,CK,CKC,CKCD,CKCDC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVVC,CVC,CVC,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,101,111,101,2001,2,3,2,2,1,CK,CDC,CK,CKC,C,C,C,C,?,C,?,C,K,D,K,K,1,1,1,0,F,4,antepaenultima
3,2,3,3,auf,ar,bei,ten,en,auf,V,V,AS,acc,D,DC,DCK,DCKC,DCKCC,C,KC,CKC,DCKC,CDCKC,ø,VVC,VC,CVV,CVC,0,1,0,2,1,1,0,1,0,0,1,1,2,1,2,1,1,101,11,101,1101,3,3,3,2,1,DC,KC,CD,CKC,?,?,C,C,C,C,?,C,D,K,D,K,1,1,1,0,F,4,prima
3,3,6,4,her,ein,schlei,chen,en,ø,V,BV,SS,ø,C,CK,CKC,CKCD,CKCDC,C,KC,CKC,DCKC,CDCKC,ø,CVC,CVVC,CCVV,CVC,2,1,1,2,1,1,0,1,1,1,2,1,1,2,2,1,2,101,1011,111,1101,2,3,3,2,1,CK,CDC,CCD,CKC,C,C,CC,C,?,C,?,C,K,D,D,K,1,1,1,0,F,4,antepaenultima
2,2,2,3,In,te,ri,eur,eur,ø,N,ø,ø,ø,N,NC,NCL,NCLC,NCLCL,C,LC,LLC,CLLC,LCLLC,ø,V,CVV,CVV,VVC,0,0,0,0,0,0,0,1,0,1,1,0,1,2,2,2,0,1,101,11,11,5,2,4,3,-1,N,CL,CL,LC,?,C,C,?,?,?,?,C,N,L,L,L,2,1,1,1,T,4,ultima
1,3,3,3,2,ber,te2,ern,ern,ueber,V,ø,SS,acc,L,LC,LCK,LCKC,LCKCC,C,CC,KCC,DKCC,CDKCC,ø,VV,CVC,CVV,VCC,0,2,0,2,0,1,0,2,0,1,1,0,2,1,2,1,2,1,111,101,1011,5,2,3,3,1,L,CKC,CD,KCC,?,C,C,?,?,C,?,CC,L,K,D,K,1,0,1,0,F,4,paenultima
2,5,2,4,Ho,heits,ge,walt,alt,hoch,N,NN,SAS,acc,C,CL,CLC,CLCD,CLCDA,L,CL,KCL,CKCL,ACKCL,ø,CVV,CVVC,CV,CVCC,0,1,1,3,0,1,0,2,1,1,1,1,2,2,1,1,2,101,201,101,101,2,2,2,2,-1,CL,CDA,CK,CL,C,C,C,C,?,A,?,?,L,D,K,L,1,1,0,2,T,4,prima
3,2,3,3,her,um,f2h,ren,en,ø,V,BV,SS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVV,CVC,2,2,0,2,1,1,0,1,1,1,1,1,1,1,2,1,2,101,1011,101,1011,2,3,3,3,1,CK,CKC,CL,CKC,C,C,C,C,?,C,?,C,K,K,L,K,1,1,1,0,F,4,antepaenultima
3,2,2,3,Sex,ta,ne,rin,in,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,KCKC,CKCKC,ø,CVCC,CVC,CV,CVC,3,2,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,301,101,1001,1011,1,2,3,3,1,CKCC,CK,CK,CKC,C,C,C,C,CC,?,?,C,K,K,K,K,2,1,0,1,T,4,antepaenultima
4,2,2,2,Kl1r,an,la,ge,e,ø,N,VN,SS,ø,C,CC,CCL,CCLC,CCLCK,K,CK,LCK,CLCK,CCLCK,ø,CCVVC,VC,CVV,CV,1,1,0,1,1,1,0,0,2,0,1,1,2,1,2,1,2,121,1001,11,101,2,3,4,2,-1,CCLC,KC,CL,CK,CC,?,C,C,C,C,?,?,L,K,L,K,1,1,1,0,T,4,prima
2,4,3,5,so,wjet,rus,sisch,isch,ø,A,ø,ø,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,KCKC,CKCKC,ø,CVC,CCVC,CVC,CVC,2,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,0,101,202,11,201,2,2,4,2,1,CK,CCKC,CK,CKC,C,CC,C,C,?,C,?,C,K,K,K,K,1,1,1,1,F,4,antepaenultima
1,3,3,4,2,ber,3rt,lich,ich,ueber,A,ø,SS,acc,L,LC,LCK,LCKC,LCKCK,C,KC,CKC,CCKC,CCCKC,noacc,VV,CVC,VCC,CVC,0,2,2,2,0,1,2,1,0,1,0,1,2,1,1,1,2,1,111,111,111,5,2,2,3,1,L,CKC,KCC,CKC,?,C,?,C,?,C,CC,C,L,K,K,K,1,0,2,1,F,4,prima
1,2,2,5,u,ni,ta,risch,isch,ø,A,N,SA,ø,K,KC,KCL,KCLC,KCLCL,C,KC,CKC,LCKC,CLCKC,ø,VC,VV,CVV,CVC,1,0,0,2,1,0,0,1,0,0,1,1,1,2,2,1,1,1001,1,101,111,3,5,3,3,-1,KC,L,CL,CKC,?,?,C,C,C,?,?,C,K,L,L,K,1,1,1,1,F,4,paenultima
2,3,3,4,Ge,die,gen,heit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCL,CKCLC,C,DC,CDC,CCDC,KCCDC,ø,CV,CVV,CVC,CVVC,1,0,2,1,0,0,1,1,1,1,1,1,1,2,1,2,1,101,101,1101,201,2,3,2,2,1,CK,CL,CKC,CDC,C,C,C,C,?,?,C,C,K,L,K,D,0,1,0,1,T,4,antepaenultima
4,5,2,5,werk,stoff,ge,recht,echt,ø,A,NA,SS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,KCKCC,ø,CVCC,CCVC,CV,CVCC,3,3,1,3,2,1,0,2,1,2,1,1,1,1,1,1,2,211,301,101,211,2,1,2,2,-1,CKCC,CCKC,CK,CKCC,C,CC,C,C,CC,C,?,CC,K,K,K,K,2,1,0,2,F,4,prima
2,3,2,5,pa,tho,lo,gisch,isch,ø,A,N,SA,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVV,CVC,2,0,0,2,1,0,0,1,1,1,1,1,1,2,2,1,1,101,101,11,201,2,2,3,2,1,CK,CL,CL,CKC,C,C,C,C,?,?,?,C,K,L,L,K,1,1,1,1,F,4,paenultima
2,4,3,2,Wi,cken,bl2,te,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,K,CK,LCK,CLCK,CCLCK,ø,CVC,CVC,CCVV,CV,2,2,1,1,1,1,0,0,1,1,2,1,1,1,2,1,2,101,1101,111,101,3,2,3,2,-1,CK,CKC,CCL,CK,C,C,CC,C,?,C,?,?,K,K,L,K,1,0,1,0,T,4,prima
3,3,4,5,M2n,dig,spre,chung,ung,ø,N,ø,SSA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,CCCVC,CVC,2,2,4,2,1,1,1,1,1,1,3,1,1,1,1,1,2,2001,201,211,1101,3,2,2,2,-1,CKC,CKC,CCCK,CKC,C,C,CCC,C,C,C,?,C,K,K,K,K,1,1,1,1,T,4,prima
2,3,4,2,In,sel,grup,pe,e,ø,N,NN,SS,ø,K,KC,KCC,KCCK,KCCKC,K,CK,KCK,CKCK,CCKCK,ø,VC,CVC,CCVC,CV,1,2,3,1,1,1,1,0,0,1,2,1,1,1,1,1,2,1001,111,111,101,3,2,3,2,-1,KC,CKC,CCK,CK,?,C,CC,C,C,C,?,?,K,K,K,K,1,0,1,0,T,4,prima
3,2,3,4,Auf,be,rei,tung,ung,auf,N,V,SA,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,DCKC,CDCKC,ø,VVC,CV,CVV,CVC,0,1,0,2,1,0,0,1,0,1,1,1,2,1,2,1,1,101,101,11,1101,3,2,4,2,1,DC,CK,CD,CKC,?,C,C,C,C,?,?,C,D,K,D,K,1,0,1,1,T,4,prima
3,3,3,4,Zer,st2,cke,lung,ung,zer,N,V,SA,noacc,A,AK,AKC,AKCC,AKCCC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CCVC,CV,CVC,2,3,1,2,1,1,0,1,1,2,1,1,1,1,1,1,1,111,201,101,1011,2,2,2,3,1,AKC,CCK,CK,CKC,A,CC,C,C,C,?,?,C,K,K,K,K,1,1,0,1,T,4,antepaenultima
2,2,2,3,mi,se,ra,bel,el,ø,A,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVV,CVC,0,0,0,2,0,0,0,1,1,1,1,1,2,2,2,1,0,1001,101,11,111,3,2,4,2,-1,CL,CL,CL,CKC,C,C,C,C,?,?,?,C,L,L,L,K,1,1,1,0,F,4,paenultima
3,3,2,4,Kan,del,zu,cker,er,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,KCKC,AKCKC,ø,CVC,CVC,CVC,CVC,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1101,111,101,111,2,2,3,2,-1,CKC,CKC,AK,CKC,C,C,A,C,C,C,?,C,K,K,K,K,1,0,1,0,T,4,prima
2,2,2,3,He,xa,me,ter,er,ø,N,ø,SS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CCVV,CVV,CVC,2,1,0,2,1,0,0,1,1,2,1,1,1,2,2,1,2,101,201,1001,111,2,2,3,2,1,CK,CCL,CL,CKC,C,CC,C,C,?,?,?,C,K,L,L,K,1,1,1,0,T,4,antepaenultima
2,5,3,4,In,stand,set,zung,ung,ø,N,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,C,KC,AKC,KAKC,CKAKC,ø,VC,CCVCC,CVC,CVC,1,4,2,2,1,2,1,1,0,2,1,1,1,1,1,1,0,1001,1301,101,1101,3,1,2,2,-1,KC,CCKCC,CK,AKC,?,CC,C,A,C,CC,?,C,K,K,K,K,1,2,1,1,T,4,antepaenultima
2,3,3,3,de,gra,die,ren,en,ø,V,R,SA,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,LCKC,CLCKC,ø,CVV,CCVC,CVV,CVC,0,3,0,2,0,1,0,1,1,2,1,1,2,1,2,1,1,101,111,101,1011,2,2,3,3,1,CL,CCK,CL,CKC,C,CC,C,C,?,?,?,C,L,K,L,K,1,1,1,0,F,4,paenultima
1,3,3,4,8,ber,tra,gung,ung,ueber,N,V,SA,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CCVV,CVC,0,2,1,2,0,1,0,1,0,1,2,1,2,1,2,1,1,1,111,111,1101,5,2,3,2,1,L,CKC,CCL,CKC,?,C,CC,C,?,C,?,C,L,K,L,K,1,0,1,1,T,4,paenultima
2,2,3,4,Un,ge,wi$,heit,eit,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,DC,CDC,CCDC,KCCDC,ø,VC,CV,CVC,CVVC,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1001,101,201,201,3,2,2,2,-1,KC,CK,CKC,CDC,?,C,C,C,C,?,C,C,K,K,K,D,1,0,1,1,T,4,prima
1,3,3,3,1,sti,mie,ren,en,ø,V,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVC,1,0,0,2,1,0,0,1,0,1,1,1,1,2,2,1,0,101,101,1001,1011,2,3,3,3,1,KC,CL,CL,CKC,?,C,C,C,C,?,?,C,K,L,L,K,1,1,1,0,F,4,paenultima
3,3,2,3,ver,ein,sa,men,en,ver,V,A,AS,noacc,C,CK,CKC,CKCD,CKCDC,C,KC,CKC,LCKC,CLCKC,ø,CVC,VVC,CVV,CVC,2,0,0,2,1,1,0,1,1,0,1,1,1,2,2,1,1,111,1001,101,2001,2,4,3,2,1,CKC,DC,CL,CKC,C,?,C,C,C,C,?,C,K,D,L,K,1,1,1,0,F,4,antepaenultima
2,2,3,3,un,ge,hal,ten,en,ø,A,F,AS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CV,CVC,CVC,1,1,2,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1001,101,111,1101,3,2,2,2,1,KC,CK,CKC,CKC,?,C,C,C,C,?,C,C,K,K,K,K,1,0,1,0,F,4,prima
2,3,3,3,Ak,tiv,b2r,ger,er,ø,N,AN,SS,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVVC,CVC,CVC,1,1,2,2,1,1,1,1,0,1,1,1,1,2,1,1,2,101,201,111,111,2,2,3,2,-1,KC,CLC,CKC,CKC,?,C,C,C,C,C,C,C,K,L,K,K,1,1,1,0,T,4,antepaenultima
5,5,4,5,Schre,ckens,nach,richt,icht,ø,N,NN,SAS,ø,C,CC,CCK,CCKC,CCKCK,C,CC,KCC,CKCC,CCKCC,ø,CCVC,CVCC,CVVC,CVCC,3,3,1,3,1,2,1,2,2,1,1,1,1,1,2,1,2,111,1201,1101,211,2,2,3,2,1,CCK,CKCC,CLC,CKCC,CC,C,C,C,?,CC,C,CC,K,K,L,K,1,0,1,2,T,4,prima
2,3,2,3,Pu,bli,zi,t1t,1t,ø,N,R,SA,ø,C,CK,CKC,CKCC,CKCCL,C,LC,CLC,LCLC,ALCLC,ø,CVC,CCVV,CVV,CVVC,2,1,0,1,1,0,0,1,1,2,1,1,1,2,2,2,1,101,111,101,201,3,3,3,2,1,CK,CCL,AL,CLC,C,CC,A,C,?,?,?,C,K,L,L,L,1,1,1,1,T,4,ultima
5,2,2,3,Schul,po,li,tik,ik,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCL,C,LC,CLC,LCLC,CLCLC,noacc,CVVC,CVV,CVV,CVVC,1,0,0,1,1,0,0,1,1,1,1,1,2,2,2,2,2,111,101,11,201,3,2,4,2,1,CLC,CL,CL,CLC,C,C,C,C,C,?,?,C,L,L,L,L,1,1,1,1,T,4,prima
4,2,3,4,Leut,se,lig,keit,eit,ø,N,A,SA,ø,C,CD,CDC,CDCC,CDCCL,C,DC,CDC,CCDC,KCCDC,ø,CVVC,CVV,CVC,CVVC,1,0,2,1,1,0,1,1,1,1,1,1,2,2,1,2,1,111,101,111,201,3,2,3,2,1,CDC,CL,CKC,CDC,C,C,C,C,C,?,C,C,D,L,K,D,1,1,1,1,T,4,prima
4,3,3,3,Klap,pen,feh,ler,er,ø,N,NN,SAS,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,LCKC,CLCKC,ø,CCVC,CVC,CVV,CVC,3,2,0,2,1,1,0,1,2,1,1,1,1,1,2,1,2,111,1101,101,21,2,2,2,3,-1,CCK,CKC,CL,CKC,CC,C,C,C,?,C,?,C,K,K,L,K,1,0,1,0,T,4,prima
5,4,4,3,Tisch,tuch,klam,mer,er,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVVC,CCVC,CVC,2,1,3,2,1,1,1,1,1,1,2,1,1,2,1,1,2,201,201,111,1011,2,2,2,3,1,CKC,CLC,CCK,CKC,C,C,CC,C,C,C,?,C,K,L,K,K,1,1,1,0,T,4,prima
1,3,3,4,2,ber,win,tern,ern,ueber,V,PV,SS,acc,L,LC,LCK,LCKC,LCKCC,C,CC,KCC,CKCC,CCKCC,ø,VV,CVC,CVC,CVCC,0,2,2,3,0,1,1,2,0,1,1,1,2,1,1,1,2,1,111,1101,1111,5,2,2,2,1,L,CKC,CKC,CKCC,?,C,C,C,?,C,C,CC,L,K,K,K,1,0,1,0,F,4,paenultima
3,3,2,5,Fin,ger,ab,druck,uck,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,CCKC,CCCKC,ø,CVC,CVC,VC,CCVC,2,2,1,3,1,1,1,1,1,1,0,2,1,1,1,1,2,101,1011,101,211,3,3,2,2,-1,CK,CKC,KC,CCKC,C,C,?,CC,?,C,C,C,K,K,K,K,1,0,1,1,T,4,prima
3,3,2,3,Tor,ten,bo,den,en,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVV,CVC,2,2,0,2,1,1,0,1,1,1,1,1,1,1,2,1,2,111,1101,101,1101,2,2,2,2,1,CKC,CKC,CL,CKC,C,C,C,C,C,C,?,C,K,K,L,K,1,0,1,0,T,4,prima
5,2,3,3,Sechs,zy,lin,der,er,ø,N,ø,SS,ø,C,CK,CKC,CKCC,CKCCA,C,KC,CKC,CCKC,KCCKC,ø,CVCC,CVV,CVC,CVC,3,0,2,2,2,0,1,1,1,1,1,1,1,2,1,1,2,301,101,1011,111,1,3,3,2,1,CKCC,AL,CKC,CKC,C,A,C,C,CC,?,C,C,K,L,K,K,2,1,1,0,T,4,prima
4,2,2,4,S2lz,ko,te,lett,ett,ø,N,NN,SS,ø,C,CK,CKC,CKCA,CKCAC,C,KC,CKC,KCKC,CKCKC,ø,CVCC,CVC,CV,CVC,3,2,1,2,2,1,0,1,1,1,1,1,1,1,1,1,2,211,101,101,111,2,2,2,2,-1,CKCA,CK,CK,CKC,C,C,C,C,CA,?,?,C,K,K,K,K,2,1,0,1,T,4,prima
3,4,2,2,Tau,send,sa,sa,a,ø,N,N,S,ø,C,CD,CDC,CDCK,CDCKC,L,CL,KCL,CKCL,CCKCL,ø,CVV,CVCC,CVC,CVV,0,3,2,0,0,2,1,0,1,1,1,1,2,1,1,2,1,101,1201,101,101,3,2,2,3,-1,CD,CKCC,CK,CL,C,C,C,C,?,CC,?,?,D,K,K,L,1,0,1,1,T,4,prima
3,2,2,2,Sze,na,ri,um,um,ø,N,R,SA,ø,C,CA,CAL,CALC,CALCL,C,KC,LKC,CLKC,LCLKC,ø,CCVV,CVV,CVV,VC,1,0,0,1,0,0,0,1,2,1,1,0,2,2,2,1,1,201,1001,11,1001,2,4,4,3,1,CAL,CL,CL,KC,CA,C,C,?,?,?,?,C,L,L,L,K,1,1,1,1,T,4,antepaenultima
2,3,2,2,in,klu,si,ve,e,ø,ø,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,K,CK,LCK,CLCK,LCLCK,ø,VC,CCVV,CVV,CV,1,1,0,1,1,0,0,0,0,2,1,1,1,2,2,1,0,1001,111,101,101,3,3,3,2,-1,KC,CCL,CL,CK,?,CC,C,C,C,?,?,?,K,L,L,K,1,1,1,0,F,4,paenultima
3,3,4,3,Mei,len,stie,fel,el,ø,N,NN,SAS,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CCVV,CVC,0,2,1,2,0,1,0,1,1,1,2,1,2,1,2,1,2,1001,1011,201,111,4,3,2,2,-1,CD,CKC,CCL,CKC,C,C,CC,C,?,C,?,C,D,K,L,K,1,0,1,0,T,4,prima
1,2,1,5,i,di,o,tisch,isch,ø,A,N,SA,ø,L,LC,LCL,LCLL,LCLLC,C,KC,CKC,LCKC,LLCKC,ø,VV,CVV,VV,CVC,0,0,0,2,0,0,0,1,0,1,0,1,2,2,2,1,1,1,101,1,201,5,3,4,2,1,L,CL,L,CKC,?,C,?,C,?,?,?,C,L,L,L,K,1,1,1,1,F,4,paenultima
1,3,3,3,a,men,die,ren,en,ø,V,R,SA,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVV,CVC,1,2,0,2,1,1,0,1,0,1,1,1,1,1,2,1,1,1,2001,101,1011,4,2,3,3,1,K,CKC,CL,CKC,?,C,C,C,?,C,?,C,K,K,L,K,1,1,1,0,F,4,paenultima
3,2,3,4,Pho,no,gra,phie,ie,ø,N,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,L,CL,KCL,CKCL,CCKCL,ø,CVV,CVV,CCVC,CVV,0,0,3,0,0,0,1,0,1,1,2,1,2,2,1,2,0,101,1001,111,101,2,3,2,3,-1,CL,CL,CCK,CL,C,C,CC,C,?,?,?,?,L,L,K,L,1,1,1,1,T,4,ultima
2,2,7,4,un,er,schwing,lich,ich,ø,A,A,AS,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,CCKC,KCCKC,noacc,VC,VC,CCVC,CVC,1,1,3,2,1,1,1,1,0,0,2,1,1,1,1,1,1,1001,11,1201,111,3,3,2,3,-1,KC,KC,CCKC,CKC,?,?,CC,C,C,C,C,C,K,K,K,K,1,1,1,1,F,4,prima
3,3,2,5,Wet,ter,be,richt,icht,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,C,CC,KCC,CKCC,KCKCC,ø,CVC,CVC,CV,CVCC,2,2,1,3,1,1,0,2,1,1,1,1,1,1,1,1,2,101,111,101,211,2,2,2,2,1,CK,CKC,CK,CKCC,C,C,C,C,?,C,?,CC,K,K,K,K,1,0,0,2,T,4,prima
3,2,3,2,Mon,si,gno,re,e,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,K,CK,LCK,CLCK,CCLCK,ø,CVC,CVC,CVV,CV,2,2,0,1,1,1,0,0,1,1,1,1,1,1,2,1,1,2001,1101,2,11,2,2,4,3,-1,CKC,CKC,CL,CK,C,C,C,C,C,C,?,?,K,K,L,K,1,1,1,0,T,4,paenultima
2,3,2,4,Be,vor,zu,gung,ung,be,N,V,SA,noacc,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,ALCKC,ø,CV,CVVC,CVV,CVC,1,1,0,2,0,1,0,1,1,1,1,1,1,2,2,1,1,101,111,101,1101,2,2,3,2,1,CK,CLC,AL,CKC,C,C,A,C,?,C,?,C,K,L,L,K,0,1,1,1,T,4,antepaenultima
3,2,3,2,M1u,se,pla,ge,e,ø,N,NN,SAS,ø,C,CD,CDC,CDCK,CDCKC,K,CK,LCK,CLCK,CCLCK,ø,CVV,CV,CCVV,CV,0,1,1,1,0,0,0,0,1,1,2,1,2,1,2,1,2,1001,101,111,101,4,2,3,2,-1,CD,CK,CCL,CK,C,C,CC,C,?,?,?,?,D,K,L,K,1,0,1,0,T,4,prima
4,2,4,6,Haus,ge,mein,schaft,aft,ø,N,NN,SS,ø,C,CD,CDC,CDCC,CDCCK,C,CC,KCC,CKCC,CCKCC,ø,CVVC,CV,CVVC,CVCC,1,1,1,3,1,0,1,2,1,1,1,1,2,1,2,1,2,201,101,2001,301,2,2,3,1,1,CDC,CK,CDC,CKCC,C,C,C,C,C,?,C,CC,D,K,D,K,1,0,1,2,T,4,prima
3,3,3,3,wei,ter,kom,men,en,ø,V,BV,SS,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CVC,CVC,0,2,2,2,0,1,1,1,1,1,1,1,2,1,1,1,2,101,111,101,2001,3,2,2,2,1,CD,CKC,CK,CKC,C,C,C,C,?,C,?,C,D,K,K,K,1,0,1,0,F,4,prima
3,2,3,4,Ein,t3,nig,keit,eit,ein,N,A,SA,acc,D,DC,DCC,DCCL,DCCLC,C,DC,CDC,CCDC,KCCDC,ø,VVC,CVV,CVC,CVVC,0,0,2,1,1,0,1,1,0,1,1,1,2,2,1,2,1,1001,101,1101,201,4,2,2,2,-1,DC,CL,CKC,CDC,?,C,C,C,C,?,C,C,D,L,K,D,1,1,1,1,T,4,prima
2,2,2,3,H1,re,ti,ker,er,ø,N,R,SA,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVV,CVC,2,0,0,2,1,0,0,1,1,1,1,1,1,2,2,1,1,101,11,101,111,2,3,3,2,1,CK,CL,CL,CKC,C,C,C,C,?,?,?,C,K,L,L,K,1,1,1,0,T,4,antepaenultima
2,3,3,3,un,ter,neh,men,en,unter,V,PV,SS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVV,CVC,1,2,0,2,1,1,0,1,0,1,1,1,1,1,2,1,2,1001,111,1001,2001,3,2,3,2,1,KC,CKC,CL,CKC,?,C,C,C,C,C,?,C,K,K,L,K,1,0,1,0,F,4,paenultima
