syl_len0,syl_len1,syl0,syl1,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,cv_ratio0,cv_ratio1,koda_len0,koda_len1,onset_len0,onset_len1,nucleus_len0,nucleus_len1,comp_len,sonority0,sonority1,sonority_ratio0,sonority_ratio1,sonority_dir,syl_class0,syl_class1,onset_class0,onset_class1,koda_class0,koda_class1,nucleus_class0,nucleus_class1,syl_weight0,syl_weight1,nomen,sylcnt,stress_class
3,4,fol,gend,end,ø,A,F,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,111,1201,2,2,1,CKC,CKCC,C,C,C,CC,K,K,1,0,F,2,paenultima
4,4,Werk,bund,und,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,CCKCC,ø,CVCC,CVCC,3,3,2,2,1,1,1,1,2,211,1201,2,2,1,CKCC,CKCC,C,C,CC,CC,K,K,2,2,T,2,paenultima
3,2,ha2,en,en,ø,V,V,S,ø,C,CD,CDK,CDKC,ø,C,KC,DKC,CDKC,ø,ø,CVV,VC,0,1,0,1,1,0,2,1,1,101,1001,3,3,1,CD,KC,C,?,?,C,D,K,1,0,F,2,paenultima
4,5,preu,$isch,isch,ø,A,ø,ø,ø,C,CC,CCD,CCDC,CCDCK,C,KC,CKC,DCKC,CDCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,0,111,201,3,2,1,CCD,CKC,CC,C,?,C,D,K,1,1,F,2,paenultima
2,4,un,eins,eins,ø,A,A,AS,ø,K,KC,KCD,KCDC,KCDCC,C,CC,DCC,CDCC,KCDCC,ø,VC,VVCC,1,1,1,2,0,0,1,2,1,1001,1101,3,3,1,KC,DCC,?,?,C,CC,K,D,1,2,F,2,paenultima
3,2,Dau,ne,e,ø,N,N,S,ø,C,CD,CDC,CDCK,ø,K,CK,DCK,CDCK,ø,ø,CVV,CV,0,1,0,0,1,1,2,1,1,101,1001,3,3,1,CD,CK,C,C,?,?,D,K,1,0,T,2,paenultima
6,5,Schiff,bruch,uch,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,CCCKC,ø,CVC,CCVC,2,3,1,1,1,2,1,1,2,201,211,2,2,1,CKC,CCKC,C,CC,C,C,K,K,1,1,T,2,paenultima
3,2,Zin,ke,e,ø,N,N,S,ø,A,AK,AKC,AKCC,AKCCK,K,CK,CCK,KCCK,AKCCK,ø,CVC,CV,2,1,1,0,1,1,1,1,1,1101,101,2,2,-1,AKC,CK,A,C,C,?,K,K,1,0,T,2,paenultima
5,4,Mords,ding,ing,ø,N,NN,SAS,ø,C,CK,CKC,CKCA,CKCAC,C,KC,CKC,ACKC,CACKC,ø,CVCC,CVC,3,2,2,1,1,1,1,1,2,1111,1101,2,2,-1,CKCA,CKC,C,C,CA,C,K,K,2,1,T,2,paenultima
3,4,fet,zeln,eln,ø,V,N,SA,ø,C,CK,CKA,CKAK,CKAKC,C,CC,KCC,AKCC,KAKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,101,1111,2,2,1,CK,AKCC,C,A,?,CC,K,K,1,0,F,2,paenultima
4,4,D1um,chen,en,ø,N,N,SA,ø,C,CD,CDC,CDCC,CDCCK,C,KC,CKC,CCKC,DCCKC,ø,CVVC,CVC,1,2,1,1,1,1,2,1,1,1101,1101,3,2,0,CDC,CKC,C,C,C,C,D,K,1,0,T,2,paenultima
4,3,Trom,mel,el,ø,N,N,S,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,111,1011,2,3,1,CCK,CKC,CC,C,?,C,K,K,1,0,T,2,paenultima
3,5,fil,misch,isch,ø,A,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,111,1101,3,2,1,CKC,CKC,C,C,C,C,K,K,1,1,F,2,paenultima
3,4,Pro,blem,em,ø,N,ø,ø,ø,C,CC,CCL,CCLC,CCLCC,C,LC,CLC,CCLC,LCCLC,ø,CCVV,CCVVC,1,1,0,1,2,2,2,2,0,111,1111,2,2,1,CCL,CCLC,CC,CC,?,C,L,L,1,1,T,2,ultima
7,4,Schleif,bank,ank,ø,N,VN,SS,ø,C,CC,CCD,CCDC,CCDCC,C,CC,KCC,CKCC,CCKCC,ø,CCVVC,CVCC,1,3,1,2,2,1,2,1,2,211,1201,2,2,1,CCDC,CKCC,CC,C,C,CC,D,K,1,2,T,2,paenultima
4,3,grif,fig,ig,ø,A,N,SA,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,noacc,CCVC,CVC,3,2,1,1,2,1,1,1,1,111,201,3,2,1,CCK,CKC,CC,C,?,C,K,K,1,1,F,2,paenultima
3,3,end,los,os,ø,A,N,SA,ø,K,KC,KCC,KCCC,KCCCL,C,LC,CLC,CCLC,CCCLC,ø,VCC,CVVC,2,1,2,1,0,1,1,2,1,1101,111,2,2,-1,KCC,CLC,?,C,CC,C,K,L,2,1,F,2,paenultima
5,4,Nacht,luft,uft,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,CCKCC,ø,CVCC,CVCC,3,3,2,2,1,1,1,1,2,1201,211,2,2,-1,CKCC,CKCC,C,C,CC,CC,K,K,2,2,T,2,paenultima
2,3,He,ber,er,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,111,2,2,1,CL,CKC,C,C,?,C,L,K,1,0,T,2,paenultima
4,3,Sch2,rer,er,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,21,3,3,-1,CL,CKC,C,C,?,C,L,K,1,0,T,2,paenultima
5,3,brunf,ten,en,ø,V,N,S,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,CCKC,CCCKC,ø,CCVCC,CVC,4,2,2,1,2,1,1,1,1,1211,1101,2,2,-1,CCKCC,CKC,CC,C,CC,C,K,K,2,0,F,2,paenultima
3,4,Vor,wahl,ahl,vor,N,V,S,acc,C,CL,CLC,CLCC,CLCCL,C,LC,CLC,CCLC,LCCLC,ø,CVVC,CVVC,1,1,1,1,1,1,2,2,1,111,111,2,3,0,CLC,CLC,C,C,C,C,L,L,1,1,T,2,paenultima
3,3,Lym,phe,e,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,K,CK,CCK,KCCK,CKCCK,ø,CVC,CV,2,1,1,0,1,1,1,1,1,1011,101,3,2,-1,CKC,CK,C,C,C,?,K,K,1,0,T,2,paenultima
3,3,fra,gen,en,ø,V,V,S,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,1,111,1101,3,2,1,CCL,CKC,CC,C,?,C,L,K,1,0,F,2,paenultima
6,3,Schraf,fur,ur,ø,N,R,SA,ø,C,CC,CCK,CCKC,CCKCL,C,LC,CLC,KCLC,CKCLC,ø,CCVC,CVVC,3,1,1,1,2,1,1,2,1,111,111,2,3,0,CCK,CLC,CC,C,?,C,K,L,1,1,T,2,ultima
4,3,Zieg,ler,er,ø,N,N,SA,ø,A,AL,ALC,ALCC,ALCCK,C,KC,CKC,CCKC,LCCKC,ø,CVV,CCVC,0,3,0,1,1,2,2,1,1,101,121,3,2,1,AL,CCKC,A,CC,?,C,L,K,1,0,T,2,paenultima
4,3,Stem,pel,el,ø,N,N,S,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,CCKC,KCCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,1201,111,2,2,-1,CCKC,CKC,CC,C,C,C,K,K,1,0,T,2,paenultima
4,5,Wohl,fahrt,ahrt,ø,N,ø,SS,ø,C,CL,CLC,CLCC,CLCCL,C,CC,LCC,CLCC,CCLCC,ø,CVVC,CVVCC,1,1,1,2,1,1,2,2,2,111,211,2,2,1,CLC,CLCC,C,C,C,CC,L,L,1,2,T,2,paenultima
3,3,san,dig,ig,ø,A,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,2,2,1,1,1,1,1,1,1,1101,201,2,2,-1,CKC,CKC,C,C,C,C,K,K,1,1,F,2,paenultima
2,2,Eu,le,e,ø,N,N,S,ø,D,DC,DCK,ø,ø,K,CK,DCK,ø,ø,ø,VV,CV,0,1,0,0,0,1,2,1,1,1,11,6,3,1,D,CK,?,C,?,?,D,K,1,0,T,2,paenultima
2,4,so,bald,ald,ø,ø,ø,SS,ø,C,CL,CLC,CLCL,ø,L,CL,LCL,CLCL,ø,ø,CVV,CVCC,0,3,0,2,1,1,2,1,2,101,101,2,2,0,CL,CL,C,C,?,?,L,L,1,2,F,2,ultima
3,5,Ram,scher,er,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,1011,111,3,2,-1,CKC,CKC,C,C,C,C,K,K,1,0,T,2,paenultima
5,5,Stern,fahrt,ahrt,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,CC,LCC,CLCC,CCLCC,ø,CCVCC,CVVCC,4,1,2,2,2,1,1,2,2,1211,211,2,2,-1,CCKCC,CLCC,CC,C,CC,CC,K,L,2,2,T,2,paenultima
4,4,T3nn,chen,en,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,1101,1101,2,2,0,CKC,CKC,C,C,C,C,K,K,1,0,T,2,paenultima
3,4,S2d,west,est,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCK,C,CC,KCC,CKCC,CCKCC,ø,CVVC,CVCC,1,3,1,2,1,1,2,1,2,201,301,2,1,1,CLC,CKCC,C,C,C,CC,L,K,1,2,T,2,ultima
3,4,bau,chig,ig,ø,A,N,SA,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,DCKC,CDCKC,noacc,CVV,CVC,0,2,0,1,1,1,2,1,1,101,201,3,2,1,CD,CKC,C,C,?,C,D,K,1,1,F,2,paenultima
7,6,Schreib,krampf,ampf,ø,N,VN,SS,ø,C,CC,CCD,CCDC,CCDCC,A,CA,KCA,CKCA,CCKCA,ø,CCVVC,CCVCC,1,4,1,2,2,2,2,1,2,211,1211,2,2,1,CCDC,CCKCA,CC,CC,C,CA,D,K,1,2,T,2,paenultima
4,4,Stei,gung,ung,ø,N,V,SA,ø,C,CC,CCD,CCDC,CCDCK,C,KC,CKC,DCKC,CDCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,1,201,1101,2,2,1,CCD,CKC,CC,C,?,C,D,K,1,1,T,2,paenultima
4,4,zwin,gend,end,ø,A,F,S,ø,A,AC,ACK,ACKC,ACKCK,C,CC,KCC,CKCC,KCKCC,ø,CCVC,CVCC,3,3,1,2,2,1,1,1,1,201,2101,2,2,1,ACK,CKCC,AC,C,?,CC,K,K,1,0,F,2,paenultima
5,4,Sport,herz,erz,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,A,CA,KCA,CKCA,CCKCA,ø,CCVCC,CVCC,4,3,2,2,2,1,1,1,2,311,211,2,2,-1,CCKCC,CKCA,CC,C,CC,CA,K,K,2,2,T,2,paenultima
4,2,Plas,ma,a,ø,N,N,S,ø,C,CC,CCK,CCKC,CCKCC,L,CL,CCL,KCCL,CKCCL,ø,CCVC,CVV,3,0,1,0,2,1,1,2,1,211,1001,2,4,1,CCKC,CL,CC,C,C,?,K,L,1,1,T,2,paenultima
4,5,Warn,kreuz,euz,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCC,A,DA,CDA,CCDA,CCCDA,ø,CVCC,CCVVC,3,1,2,1,1,2,1,2,2,1111,211,2,2,-1,CKCC,CCDA,C,CC,CC,A,K,D,2,1,T,2,paenultima
4,5,Rauh,frost,ost,ø,N,AN,SS,ø,C,CD,CDC,CDCC,CDCCK,C,CC,KCC,CKCC,CCKCC,ø,CVV,CCVCC,0,4,0,2,1,2,2,1,2,11,311,4,2,1,CD,CCKCC,C,CC,?,CC,D,K,1,2,T,2,paenultima
3,3,ban,nen,en,ø,V,N,S,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,101,2001,2,2,1,CK,CKC,C,C,?,C,K,K,1,0,F,2,paenultima
3,4,Pro,dukt,ukt,ø,N,ø,ø,ø,C,CC,CCL,CCLC,CCLCK,C,CC,KCC,CKCC,LCKCC,ø,CCVV,CVCC,1,3,0,2,2,1,2,1,0,111,301,2,2,1,CCL,CKCC,CC,C,?,CC,L,K,1,2,T,2,ultima
3,3,S2d,pol,ol,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCL,C,LC,CLC,CCLC,LCCLC,ø,CVVC,CVVC,1,1,1,1,1,1,2,2,2,201,111,2,2,-1,CLC,CLC,C,C,C,C,L,L,1,1,T,2,paenultima
1,3,E,cho,o,ø,N,ø,ø,ø,K,KC,KCL,ø,ø,L,CL,KCL,ø,ø,ø,VC,CVV,1,0,1,0,0,1,1,2,0,1,101,4,2,1,K,CL,?,C,?,?,K,L,1,1,T,2,paenultima
3,5,Por,trait,ait,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCC,L,CL,CCL,CCCL,KCCCL,ø,CVC,CCVV,2,1,1,0,1,2,1,2,0,111,111,2,2,0,CKC,CCL,C,CC,C,?,K,L,1,1,T,2,ultima
3,4,w2r,feln,eln,ø,V,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,111,1111,3,2,1,CKC,CKCC,C,C,C,CC,K,K,1,0,F,2,paenultima
2,3,mi,nus,us,ø,ø,ø,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,1001,1101,3,2,1,CL,CKC,C,C,?,C,L,K,1,1,F,2,paenultima
5,5,Hilfs,kraft,aft,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,CCKCC,ø,CVCCC,CCVCC,4,4,3,2,1,2,1,1,2,311,311,2,2,0,CKCCC,CCKCC,C,CC,CCC,CC,K,K,2,2,T,2,paenultima
5,4,ernst,haft,aft,ø,A,N,SA,ø,K,KC,KCC,KCCC,KCCCC,C,CC,KCC,CKCC,CCKCC,ø,VCCCC,CVCC,4,3,4,2,0,1,1,1,1,1211,301,2,1,-1,KCCCC,CKCC,?,C,CCCC,CC,K,K,2,2,F,2,paenultima
3,4,sab,beln,eln,ø,V,V,S,ø,C,CK,CKC,CKCK,CKCKC,C,CC,KCC,CKCC,KCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,101,1111,2,2,1,CK,CKCC,C,C,?,CC,K,K,1,0,F,2,paenultima
4,4,Prie,ster,er,ø,N,ø,ø,ø,C,CC,CCL,CCLC,CCLCC,C,KC,CKC,CCKC,LCCKC,ø,CCVVC,CVC,1,2,1,1,2,1,2,1,0,211,111,2,2,-1,CCLC,CKC,CC,C,C,C,L,K,1,0,T,2,paenultima
8,3,schlauch,los,os,ø,A,N,SA,ø,C,CC,CCD,CCDC,CCDCC,C,LC,CLC,CCLC,DCCLC,ø,CCVVC,CVVC,1,1,1,1,2,1,2,2,1,211,111,2,2,-1,CCDC,CLC,CC,C,C,C,D,L,1,1,F,2,paenultima
3,4,m3r,sern,ern,ø,V,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,1011,1111,3,2,1,CKC,CKCC,C,C,C,CC,K,K,1,0,F,2,paenultima
4,5,Nach,sicht,icht,nach,N,V,S,acc,C,CL,CLC,CLCC,CLCCK,C,CC,KCC,CKCC,CCKCC,ø,CVVC,CVCC,1,3,1,2,1,1,2,1,1,1101,301,3,2,-1,CLC,CKCC,C,C,C,CC,L,K,1,2,T,2,paenultima
4,3,hilf,los,os,ø,A,N,SA,ø,C,CK,CKC,CKCC,CKCCC,C,LC,CLC,CCLC,CCCLC,ø,CVCC,CVVC,3,1,2,1,1,1,1,2,1,211,111,2,2,-1,CKCC,CLC,C,C,CC,C,K,L,2,1,F,2,paenultima
5,2,Schel,te,e,ø,N,V,SA,ø,C,CK,CKC,CKCC,CKCCK,K,CK,CCK,KCCK,CKCCK,ø,CVC,CV,2,1,1,0,1,1,1,1,1,111,101,2,2,-1,CKC,CK,C,C,C,?,K,K,1,0,T,2,paenultima
6,4,Wunsch,kind,ind,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,CCKCC,ø,CVCC,CVCC,3,3,2,2,1,1,1,1,2,1201,1201,2,2,0,CKCC,CKCC,C,C,CC,CC,K,K,2,2,T,2,paenultima
3,3,Tor,tur,ur,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,C,LC,CLC,CCLC,KCCLC,ø,CVC,CVVC,2,1,1,1,1,1,1,2,0,111,111,2,3,0,CKC,CLC,C,C,C,C,K,L,1,1,T,2,ultima
4,5,Blau,fuchs,uchs,ø,N,AN,SS,ø,C,CC,CCD,CCDC,CCDCK,C,CC,KCC,CKCC,DCKCC,ø,CCVV,CVCC,1,3,0,2,2,1,2,1,2,111,301,3,2,1,CCD,CKCC,CC,C,?,CC,D,K,1,2,T,2,paenultima
3,3,lau,nig,ig,ø,A,N,SA,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,DCKC,CDCKC,noacc,CVV,CVC,0,2,0,1,1,1,2,1,1,11,1101,4,2,1,CD,CKC,C,C,?,C,D,K,1,1,F,2,paenultima
2,3,Bo,xer,er,ø,N,V,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CCVC,2,3,1,1,1,2,1,1,1,101,211,2,2,1,CK,CCKC,C,CC,?,C,K,K,1,0,T,2,paenultima
5,3,schul,dig,ig,ø,A,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,2,2,1,1,1,1,1,1,1,111,201,3,2,1,CKC,CKC,C,C,C,C,K,K,1,1,F,2,paenultima
3,3,Qua,der,er,ø,N,ø,ø,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,0,201,111,2,2,-1,CCL,CKC,CC,C,?,C,L,K,1,0,T,2,paenultima
2,3,Pa,ris,is,ø,N,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,C,LC,CLC,KCLC,CKCLC,ø,CVC,CVVC,2,1,1,1,1,1,1,2,0,101,111,2,3,1,CK,CLC,C,C,?,C,K,L,1,1,T,2,ultima
4,5,Wahl,kampf,ampf,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCK,A,CA,KCA,CKCA,CCKCA,ø,CVVC,CVCC,1,3,1,2,1,1,2,1,2,111,1201,3,2,1,CLC,CKCA,C,C,C,CA,L,K,1,2,T,2,paenultima
6,4,Schmug,gler,er,ø,N,V,SA,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,CCKC,KCCKC,ø,CCVC,CCVC,3,3,1,1,2,2,1,1,1,1101,121,2,2,-1,CCK,CCKC,CC,CC,?,C,K,K,1,0,T,2,paenultima
3,4,nud,deln,eln,ø,V,V,S,ø,C,CK,CKC,CKCK,CKCKC,C,CC,KCC,CKCC,KCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,1001,1111,3,2,1,CK,CKCC,C,C,?,CC,K,K,1,0,F,2,paenultima
5,3,schen,ken,en,ø,V,V,S,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,1101,1101,2,2,0,CKC,CKC,C,C,C,C,K,K,1,0,F,2,paenultima
3,3,ram,men,en,ø,V,N,S,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,11,2001,3,2,1,CK,CKC,C,C,?,C,K,K,1,0,F,2,paenultima
3,5,Ver,steck,eck,ver,N,V,S,noacc,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,CCCKC,ø,CVC,CCVC,2,3,1,1,1,2,1,1,1,111,301,2,1,1,CKC,CCKC,C,CC,C,C,K,K,1,1,T,2,ultima
4,3,brum,mig,ig,ø,A,V,SA,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,noacc,CCVC,CVC,3,2,1,1,2,1,1,1,1,111,1101,3,2,1,CCK,CKC,CC,C,?,C,K,K,1,1,F,2,paenultima
4,4,h3ff,lich,ich,ø,A,V,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,2,2,1,1,1,1,1,1,1,201,111,2,3,-1,CKC,CKC,C,C,C,C,K,K,1,1,F,2,paenultima
2,4,Ab,wurf,urf,ab,N,V,S,acc,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,CCKCC,ø,VC,CVCC,1,3,1,2,0,1,1,1,1,101,211,2,2,1,KC,CKCC,?,C,C,CC,K,K,1,2,T,2,paenultima
6,3,Schwen,ker,er,ø,N,V,SA,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,CCKC,KCCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,1201,111,2,2,-1,CCKC,CKC,CC,C,C,C,K,K,1,0,T,2,paenultima
4,4,Netz,haut,aut,ø,N,NN,SS,ø,C,CK,CKA,CKAC,CKACD,C,DC,CDC,ACDC,KACDC,ø,CVC,CVVC,2,1,1,1,1,1,1,2,2,1101,201,2,2,-1,CKA,CDC,C,C,A,C,K,D,1,1,T,2,paenultima
4,4,W2rm,chen,en,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,CCCKC,ø,CVCC,CVC,3,2,2,1,1,1,1,1,1,1111,1101,2,2,-1,CKCC,CKC,C,C,CC,C,K,K,2,0,T,2,paenultima
6,3,schrei,ten,en,ø,V,V,S,ø,C,CC,CCD,CCDC,CCDCK,C,KC,CKC,DCKC,CDCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,1,111,1101,3,2,1,CCD,CKC,CC,C,?,C,D,K,1,0,F,2,paenultima
5,4,schun,keln,eln,ø,V,V,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,1101,1111,2,2,1,CKC,CKCC,C,C,C,CC,K,K,1,0,F,2,paenultima
2,4,An,kauf,auf,an,N,V,S,acc,K,KC,KCC,KCCD,KCCDC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVVC,1,1,1,1,0,1,1,2,1,1001,201,3,2,-1,KC,CDC,?,C,C,C,K,D,1,1,T,2,paenultima
3,3,kei,len,en,ø,V,N,S,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,DCKC,CDCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,1011,3,3,1,CD,CKC,C,C,?,C,D,K,1,0,F,2,paenultima
2,5,Ge,stein,ein,ø,N,N,AS,ø,C,CK,CKC,CKCC,CKCCD,C,DC,CDC,CCDC,KCCDC,ø,CV,CCVVC,1,1,0,1,1,2,1,2,1,101,1201,2,2,1,CK,CCDC,C,CC,?,C,K,D,0,1,T,2,ultima
4,3,Trot,zer,er,ø,N,N,S,ø,C,CC,CCK,CCKA,CCKAK,C,KC,AKC,KAKC,CKAKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,111,111,2,2,0,CCK,AKC,CC,A,?,C,K,K,1,0,T,2,paenultima
2,3,Ar,sis,is,ø,N,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,1,2,1,1,0,1,1,1,0,11,201,3,2,1,KC,CKC,?,C,C,C,K,K,1,1,T,2,paenultima
7,3,Schn2ff,ler,er,ø,N,V,SA,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,CCKC,KCCKC,ø,CCVC,CCVC,3,3,1,1,2,2,1,1,1,1101,121,2,2,-1,CCK,CCKC,CC,CC,?,C,K,K,1,0,T,2,paenultima
3,3,See,amt,amt,ø,N,NN,SS,ø,C,CL,CLK,CLKC,CLKCC,C,CC,KCC,LKCC,CLKCC,ø,CVV,VCC,0,2,0,2,1,0,2,1,2,101,1101,2,2,1,CL,KCC,C,?,?,CC,L,K,1,2,T,2,paenultima
3,2,Sp1,te,e,ø,N,A,SA,ø,C,CC,CCL,CCLC,CCLCK,K,CK,LCK,CLCK,CCLCK,ø,CCVV,CV,1,1,0,0,2,1,2,1,1,201,101,2,2,-1,CCL,CK,CC,C,?,?,L,K,1,0,T,2,paenultima
2,3,Se,sam,am,ø,N,N,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,1101,2,2,1,CL,CKC,C,C,?,C,L,K,1,1,T,2,paenultima
3,6,Ver,brauch,auch,ver,N,V,S,noacc,C,CK,CKC,CKCC,CKCCC,C,DC,CDC,CCDC,CCCDC,ø,CVC,CCVVC,2,1,1,1,1,2,1,2,1,111,211,2,2,1,CKC,CCDC,C,CC,C,C,K,D,1,1,T,2,ultima
4,4,Sand,bank,ank,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,CCKCC,ø,CVCC,CVCC,3,3,2,2,1,1,1,1,2,1201,1201,2,2,0,CKCC,CKCC,C,C,CC,CC,K,K,2,2,T,2,paenultima
3,3,Tei,ste,e,ø,N,N,S,ø,C,CD,CDC,CDCC,CDCCK,K,CK,CCK,DCCK,CDCCK,ø,CVVC,CV,1,1,1,0,1,1,2,1,1,201,101,2,2,-1,CDC,CK,C,C,C,?,D,K,1,0,T,2,paenultima
3,3,Tur,nus,us,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,0,111,1101,3,2,1,CKC,CKC,C,C,C,C,K,K,1,1,T,2,paenultima
4,5,Flug,platz,atz,ø,N,NN,SS,ø,C,CC,CCL,CCLC,CCLCC,A,KA,CKA,CCKA,CCCKA,ø,CCVVC,CCVC,1,3,1,1,2,2,2,1,2,211,211,2,2,0,CCLC,CCKA,CC,CC,C,A,L,K,1,1,T,2,paenultima
3,3,Nek,tar,ar,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,C,LC,CLC,CCLC,KCCLC,ø,CVC,CVVC,2,1,1,1,1,1,1,2,0,1101,111,2,3,-1,CKC,CLC,C,C,C,C,K,L,1,1,T,2,paenultima
