stress_class,classification_all_J48,error_all_J48,classification_all_JRip,error_all_JRip,classification_all_NN,error_all_NN,classification_phon_J48,error_phon_J48,classification_phon_JRip,error_phon_JRip,classification_phon_NN,error_phon_NN,classification_affix_J48,error_affix_J48,classification_affix_JRip,error_affix_JRip,classification_affix_NN,error_affix_NN,classification_sylstruct_J48,error_sylstruct_J48,classification_sylstruct_JRip,error_sylstruct_JRip,classification_sylstruct_NN,error_sylstruct_NN
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,paenultima,yes,paenultima,yes,ultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,antepaenultima,yes,prima,yes,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,prima,yes,prima,yes,prima,yes,paenultima,yes,prima,yes,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,prima,yes,prima,yes
ultima,prima,yes,prima,yes,prima,yes,antepaenultima,yes,prima,yes,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,prima,yes,prima,yes
paenultima,prima,yes,prima,yes,prima,yes,paenultima,no,prima,yes,paenultima,no,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes
paenultima,prima,yes,prima,yes,prima,yes,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,prima,yes
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,ultima,no,prima,yes,ultima,no,paenultima,yes,paenultima,yes,paenultima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no,prima,yes,sekunda,no,paenultima,yes,sekunda,no,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,sekunda,no,paenultima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,antepaenultima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no,prima,yes,ultima,yes,paenultima,yes,sekunda,no,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes,prima,yes,paenultima,yes,paenultima,yes,sekunda,no,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no,prima,yes,sekunda,no,paenultima,yes,sekunda,no,prima,yes
sekunda,antepaenultima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no,prima,yes,sekunda,no,paenultima,yes,sekunda,no,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes,prima,yes,sekunda,no,paenultima,yes,sekunda,no,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,sekunda,no,paenultima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,antepaenultima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes,paenultima,yes,sekunda,no,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,antepaenultima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no,prima,yes,sekunda,no,paenultima,yes,sekunda,no,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no,prima,yes,sekunda,no,paenultima,yes,sekunda,no,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,sekunda,no,prima,yes
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,sekunda,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
antepaenultima,paenultima,yes,paenultima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,sekunda,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes
antepaenultima,paenultima,yes,prima,yes,paenultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,sekunda,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,antepaenultima,yes,prima,yes,sekunda,no,antepaenultima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,antepaenultima,yes,prima,yes,sekunda,no,ultima,yes,sekunda,no,antepaenultima,yes,prima,yes,prima,yes,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,prima,yes,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
antepaenultima,sekunda,yes,prima,yes,paenultima,yes,ultima,yes,prima,yes,antepaenultima,no,prima,yes,prima,yes,antepaenultima,no,paenultima,yes,prima,yes,paenultima,yes
antepaenultima,ultima,yes,prima,yes,prima,yes,antepaenultima,no,prima,yes,antepaenultima,no,ultima,yes,antepaenultima,no,antepaenultima,no,ultima,yes,prima,yes,ultima,yes
antepaenultima,ultima,yes,prima,yes,ultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes,prima,yes,antepaenultima,no,prima,yes,prima,yes,paenultima,yes
antepaenultima,sekunda,yes,prima,yes,paenultima,yes,ultima,yes,prima,yes,antepaenultima,no,prima,yes,prima,yes,antepaenultima,no,paenultima,yes,prima,yes,paenultima,yes
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes
prima,prima,no,prima,no,prima,no,sekunda,yes,prima,no,sekunda,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes
sekunda,sekunda,no,prima,yes,paenultima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes
sekunda,sekunda,no,prima,yes,paenultima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,prima,yes,sekunda,no,prima,yes,prima,yes,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no,prima,yes,sekunda,no,prima,yes,prima,yes,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,prima,yes,prima,yes,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
sekunda,prima,yes,prima,yes,prima,yes,antepaenultima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,prima,yes,sekunda,no,sekunda,no,prima,yes,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,paenultima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,ultima,yes,prima,no,prima,no,ultima,yes,ultima,yes,prima,no,ultima,yes,prima,no,prima,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no,prima,yes,prima,yes,sekunda,no
antepaenultima,antepaenultima,no,prima,yes,prima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,antepaenultima,no
sekunda,prima,yes,prima,yes,prima,yes,prima,yes,sekunda,no,sekunda,no,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes,sekunda,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,paenultima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,sekunda,no,prima,yes,prima,yes,prima,yes
sekunda,prima,yes,prima,yes,prima,yes,antepaenultima,yes,prima,yes,prima,yes,antepaenultima,yes,sekunda,no,sekunda,no,sekunda,no,prima,yes,prima,yes
multa,prima,yes,prima,yes,prima,yes,sekunda,yes,prima,yes,prima,yes,prima,yes,prima,yes,ultima,yes,prima,yes,prima,yes,prima,yes
ultima,ultima,no,prima,yes,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,prima,yes,ultima,no,prima,yes,prima,yes,prima,yes
ultima,ultima,no,prima,yes,ultima,no,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
antepaenultima,ultima,yes,ultima,yes,ultima,yes,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no,antepaenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,prima,yes,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,antepaenultima,yes,prima,yes,ultima,no,sekunda,yes,prima,yes,ultima,no,sekunda,yes,prima,yes,prima,yes
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,prima,yes,prima,yes,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,antepaenultima,yes,prima,yes,ultima,no,prima,yes,prima,yes,ultima,no,ultima,no,prima,yes,prima,yes
ultima,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,ultima,no,prima,yes,ultima,no,paenultima,yes,paenultima,yes,paenultima,yes
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes,prima,yes,prima,yes
ultima,ultima,no,prima,yes,ultima,no,ultima,no,prima,yes,ultima,no,prima,yes,prima,yes,ultima,no,paenultima,yes,prima,yes,prima,yes
ultima,prima,yes,prima,yes,prima,yes,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no
paenultima,ultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,paenultima,no,paenultima,no,paenultima,no,prima,yes
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
paenultima,prima,yes,prima,yes,prima,yes,prima,yes,prima,yes,paenultima,no,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,paenultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,ultima,no,ultima,no,ultima,no,ultima,no,prima,yes,ultima,no,prima,yes,ultima,no,ultima,no
paenultima,prima,yes,prima,yes,prima,yes,antepaenultima,yes,prima,yes,ultima,yes,paenultima,no,paenultima,no,paenultima,no,prima,yes,prima,yes,prima,yes
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
ultima,paenultima,yes,paenultima,yes,paenultima,yes,paenultima,yes,prima,yes,ultima,no,ultima,no,paenultima,yes,ultima,no,paenultima,yes,paenultima,yes,paenultima,yes
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
prima,prima,no,prima,no,prima,no,sekunda,yes,ultima,yes,ultima,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
prima,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
paenultima,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no,paenultima,no
prima,prima,no,prima,no,prima,no,ultima,yes,prima,no,prima,no,ultima,yes,ultima,yes,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,sekunda,yes,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no,prima,no
prima,prima,no,prima,no,prima,no,sekunda,yes,prima,no,sekunda,yes,paenultima,yes,paenultima,yes,paenultima,yes,sekunda,yes,prima,no,prima,no
ultima,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no,ultima,no
sekunda,prima,yes,prima,yes,prima,yes,sekunda,no,prima,yes,sekunda,no,prima,yes,prima,yes,sekunda,no,sekunda,no,sekunda,no,sekunda,no
